Chr1:3631-5899	AT1G01010.1
Chr5:7314583-7316651	AT5G22090.1
Chr5:7317797-7318449	AT5TE26450
Chr5:7319253-7320044	AT5TE26455
Chr5:7320868-7321407	AT5TE26460
Chr5:7323595-7323619	AT5TE26465
Chr5:7323620-7324444	AT5TE26470
Chr5:7324445-7324494	AT5TE26475
Chr5:7328136-7328184	AT5TE26485
Chr5:7328185-7328229	AT5TE26490
Chr5:7328961-7330930	AT5G22100.1
Chr5:7330825-7334205	AT5G22110.1
Chr5:7334378-7336814	AT5G22120.1
Chr5:7337158-7340052	AT5G22130.2
Chr5:7340122-7341906	AT5G22140.1
Chr5:7342567-7345956	AT5G22150.1
Chr5:7344354-7344458	AT5TE26550
Chr5:7344748-7345294	AT5TE26555
Chr5:7346944-7349255	AT5G22160.1
Chr5:7348339-7348658	AT5TE26565
Chr5:7350575-7351190	AT5G22170.1
Chr5:7351186-7351277	AT5TE26570
Chr5:7351278-7352730	AT5TE26575
Chr5:7352731-7352764	AT5TE26580
Chr5:7352765-7352865	AT5TE26585
Chr5:7353070-7353706	AT5G22180.1
Chr5:7354164-7354688	AT5G22190.1
Chr5:7355688-7356871	AT5G22200.1
Chr5:7356131-7356549	AT5TE26595
Chr5:7358820-7359952	AT5G22210.1
Chr5:7360535-7364454	AT5G22220.2
Chr5:7364689-7365279	AT5G22240.1
Chr5:7365532-7366778	AT5G22250.1
Chr5:7367635-7370295	AT5G22260.1
Chr5:7372233-7373102	AT5G22270.1
Chr5:7373995-7375719	AT5G22280.3
Chr5:7375923-7377644	AT5G22290.1
Chr5:7379199-7381935	AT5G22300.1
Chr5:7383629-7385734	AT5G22310.1
Chr5:7384222-7384492	AT5TE26690
Chr5:7386386-7386476	AT5TE26695
Chr5:7387888-7387959	AT5G22315.1
Chr5:7388004-7390485	AT5G22320.1
Chr5:7390796-7394194	AT5G22330.1
Chr5:7394473-7396875	AT5G22340.2
Chr5:7397386-7400937	AT5G22350.1
Chr5:7401707-7403825	AT5G22355.1
Chr5:7404004-7405765	AT5G22360.1
Chr5:7406097-7408702	AT5G22370.1
Chr5:7408777-7410102	AT5G22380.1
Chr5:7412816-7413020	AT5TE26790
Chr5:7413554-7413865	AT5TE26795
Chr5:7414345-7414413	AT5TE26800
Chr5:7414525-7415085	AT5TE26805
Chr5:7415658-7416084	AT5TE26810
Chr5:7417227-7417331	AT5TE26815
Chr5:7417333-7417937	AT5TE26820
Chr5:7417938-7418202	AT5TE26825
Chr5:7418116-7419249	AT5G22390.1
Chr5:7422716-7425467	AT5G22400.1
Chr5:7426314-7427964	AT5G22410.1
Chr5:7429903-7432586	AT5G22420.1
Chr5:7430838-7431008	AT5TE26870
Chr5:7433790-7434935	AT5G22430.1
Chr5:7435076-7436686	AT5G22440.1
Chr5:7437145-7443347	AT5G22450.1
Chr5:7443508-7445546	AT5G22460.1
Chr5:7446974-7451049	AT5G22470.1
Chr5:7451505-7456685	AT5G22480.1
Chr5:7457361-7457712	AT5TE26970
Chr5:7458943-7461049	AT5G22490.1
Chr5:7465996-7466544	AT5TE27000
Chr5:7470443-7474120	AT5G22500.1
Chr5:7474810-7477941	AT5G22510.1
Chr5:7478461-7478632	AT5TE27040
Chr5:7478930-7479527	AT5G22520.1
Chr5:7480527-7481194	AT5G22530.1
Chr5:7481187-7481309	AT5TE27045
Chr5:7481478-7482953	AT5G22540.1
Chr5:7483253-7483811	AT5G22545.1
Chr5:7483873-7485458	AT5G22550.2
Chr5:7487050-7487199	AT5TE27060
Chr5:7487444-7487688	AT5TE27065
Chr5:7487944-7488092	AT5TE27070
Chr5:7488093-7488975	AT5TE27075
Chr5:7488977-7489392	AT5TE27080
Chr5:7489393-7489520	AT5TE27085
Chr5:7489422-7490503	AT5G22555.1
Chr5:7490953-7491104	AT5TE27090
Chr5:7491356-7493176	AT5G22560.1
Chr5:7494736-7494765	AT5TE27100
Chr5:7494766-7495494	AT5TE27105
Chr5:7495495-7495524	AT5TE27110
Chr5:7495525-7495586	AT5TE27115
Chr5:7495539-7496784	AT5G22570.1
Chr5:7502674-7503449	AT5G22580.1
Chr5:7504536-7505838	AT5G22590.1
Chr5:7507096-7507176	AT5TE27150
Chr5:7507177-7509306	AT5TE27155
Chr5:7509307-7509755	AT5TE27160
Chr5:7510023-7511788	AT5G22600.1
Chr5:7513173-7514453	AT5G22608.2
Chr5:7514566-7514857	AT5TE27170
Chr5:7515217-7516916	AT5G22610.1
Chr5:7517591-7520253	AT5G22620.1
Chr5:7523149-7524102	AT5TE27200
Chr5:7524342-7526160	AT5G22630.1
Chr5:7528852-7529022	AT5TE27210
Chr5:7529368-7533784	AT5G22640.1
Chr5:7532718-7532903	AT5TE27220
Chr5:7532966-7533059	AT5TE27225
Chr5:7534017-7536273	AT5G22650.1
Chr5:7536290-7537990	AT5G22660.2
Chr5:7538192-7539685	AT5G22670.1
Chr5:7540041-7540748	AT5G22680.1
Chr5:7541271-7545182	AT5G22690.1
Chr5:7545516-7547595	AT5G22700.1
Chr5:7547797-7551174	AT5G22720.2
Chr5:7551429-7553452	AT5G22730.1
Chr5:7554928-7560073	AT5G22740.1
Chr5:7565037-7571083	AT5G22750.1
Chr5:7571635-7577866	AT5G22760.1
Chr5:7579544-7588246	AT5G22770.1
Chr5:7589854-7598049	AT5G22780.1
Chr5:7599146-7601690	AT5G22790.1
Chr5:7602913-7603499	AT5G22788.1
Chr5:7603500-7604822	AT5G22791.2
Chr5:7604778-7604802	AT5TE27490
Chr5:7604820-7605898	AT5TE27495
Chr5:7606735-7607667	AT5G22792
Chr5:7608242-7611591	AT5G22794.2
Chr5:7614995-7615752	AT5TE27520
Chr5:7615753-7615773	AT5TE27525
Chr5:7616073-7619981	AT5G22800.1
Chr5:7620455-7620592	AT5TE27535
Chr5:7621568-7623367	AT5G22810.1
Chr5:7623440-7626975	AT5G22820.2
Chr5:7627597-7630993	AT5G22830.1
Chr5:7630717-7633223	AT5G22840.1
Chr5:7633437-7636567	AT5G22850.1
Chr5:7636533-7637136	AT5TE27590
Chr5:7637855-7638246	AT5TE27595
Chr5:7638247-7639339	AT5TE27600
Chr5:7639318-7642984	AT5G22860.1
Chr5:7639340-7639401	AT5TE27605
Chr5:7639966-7640704	AT5TE27610
Chr5:7643692-7643926	AT5TE27620
Chr5:7643929-7644545	AT5TE27625
Chr5:7644546-7644741	AT5TE27630
Chr5:7647056-7647679	AT5G22870.1
Chr5:7647941-7648074	AT5TE27640
Chr5:7648075-7648175	AT5TE27645
Chr5:7648176-7648965	AT5TE27650
Chr5:7648966-7649817	AT5TE27655
Chr5:7650245-7650469	AT5TE27660
Chr5:7650633-7651776	AT5G22875.1
Chr5:7651957-7652622	AT5G22880.1
Chr5:7653257-7654724	AT5G22890.1
Chr5:7654887-7655431	AT5TE27670
Chr5:7657224-7659868	AT5G22900.1
Chr5:7660927-7663829	AT5G22910.1
Chr5:7664991-7667265	AT5G22920.1
Chr5:7668229-7669315	AT5G22930.1
Chr5:7673541-7673781	AT5TE27740
Chr5:7676938-7679179	AT5G22940.1
Chr5:7681305-7682903	AT5G22950.1
Chr5:7684014-7685052	AT5G22960.1
Chr5:7686253-7686779	AT5G22970.1
Chr5:7688084-7690648	AT5G22980.1
Chr5:7691494-7692468	AT5G22990.1
Chr5:7692487-7693606	AT5TE27810
Chr5:7693607-7693743	AT5TE27815
Chr5:7696135-7697927	AT5G23000.1
Chr5:7698082-7699572	AT5TE27825
Chr5:7698400-7698755	AT5TE27830
Chr5:7700487-7700587	AT5TE27835
Chr5:7700588-7701384	AT5TE27840
Chr5:7701385-7701433	AT5TE27845
Chr5:7701434-7701459	AT5TE27850
Chr5:7702274-7702554	AT5TE27855
Chr5:7702555-7702786	AT5TE27860
Chr5:7702787-7703115	AT5TE27865
Chr5:7703092-7706896	AT5G23010.1
Chr5:7707400-7707465	AT5TE27875
Chr5:7707466-7708281	AT5TE27880
Chr5:7708282-7708318	AT5TE27885
Chr5:7709484-7710380	AT5TE27890
Chr5:7710381-7710489	AT5TE27895
Chr5:7710490-7710695	AT5TE27900
Chr5:7710696-7713574	AT5TE27905
Chr5:7713575-7714513	AT5TE27910
Chr5:7714514-7716574	AT5TE27915
Chr5:7716575-7716804	AT5TE27920
Chr5:7718121-7721839	AT5G23020.1
Chr5:7725573-7725728	AT5G23027.1
Chr5:7726788-7727809	AT5G23030.1
Chr5:7728020-7728455	AT5G23035.1
Chr5:7729317-7731036	AT5G23040.1
Chr5:7731269-7735439	AT5G23050.1
Chr5:7736590-7738535	AT5G23060.1
Chr5:7740610-7740697	AT5G23065.1
Chr5:7741073-7741828	AT5TE28010
Chr5:7741898-7742978	AT5G23070.1
Chr5:7742940-7748933	AT5G23080.1
Chr5:7749070-7750544	AT5G23090.2
Chr5:7753434-7754759	AT5G23100.1
Chr5:7757370-7758011	AT5TE28070
Chr5:7758012-7758144	AT5TE28075
Chr5:7758307-7775671	AT5G23110.1
Chr5:7776156-7776212	AT5TE28140
Chr5:7776213-7776975	AT5TE28145
Chr5:7778121-7780628	AT5G23120.1
Chr5:7781196-7783601	AT5G23130.1
Chr5:7783738-7785497	AT5G23140.1
Chr5:7785835-7792489	AT5G23150.1
Chr5:7794142-7795010	AT5G23155.1
Chr5:7795256-7796346	AT5G23160.1
Chr5:7797069-7797144	AT5TE28210
Chr5:7798197-7799448	AT5G23170.1
Chr5:7800483-7800667	AT5TE28220
Chr5:7800675-7800908	AT5TE28225
Chr5:7801474-7801890	AT5G23180.1
Chr5:7803141-7805815	AT5G23190.1
Chr5:7806584-7806911	AT5TE28240
Chr5:7807183-7809164	AT5G23200.1
Chr5:7810683-7815039	AT5G23210.1
Chr5:7815076-7815823	AT5TE28270
Chr5:7815405-7815882	AT5G23212.1
Chr5:7815824-7817333	AT5TE28275
Chr5:7817344-7817595	AT5TE28280
Chr5:7818034-7819050	AT5TE28285
Chr5:7818048-7819010	AT5TE28290
Chr5:7819816-7820676	AT5G23220.1
Chr5:7821213-7821624	AT5TE28295
Chr5:7821625-7821795	AT5TE28300
Chr5:7821796-7823160	AT5TE28305
Chr5:7823161-7823437	AT5TE28310
Chr5:7825882-7826611	AT5G23230.1
Chr5:7826028-7828724	AT5G23235
Chr5:7826732-7828724	AT5G23240.1
Chr5:7829096-7829240	AT5TE28330
Chr5:7829629-7829782	AT5TE28335
Chr5:7829783-7830291	AT5TE28340
Chr5:7830360-7832843	AT5G23250.1
Chr5:7833533-7833867	AT5TE28350
Chr5:7833868-7834774	AT5TE28355
Chr5:7834775-7835185	AT5TE28360
Chr5:7836096-7838505	AT5G23260.2
Chr5:7838906-7841026	AT5G23270.1
Chr5:7841977-7842073	AT5TE28390
Chr5:7842971-7844275	AT5G23280.1
Chr5:7845332-7846001	AT5TE28400
Chr5:7846081-7847643	AT5G23290.1
Chr5:7847587-7850404	AT5G23300.1
Chr5:7850523-7852532	AT5G23310.1
Chr5:7853368-7853961	AT5G23320.1
Chr5:7854129-7855813	AT5G23330.1
Chr5:7856189-7858319	AT5G23340.1
Chr5:7858253-7859387	AT5G23350.1
Chr5:7861740-7862697	AT5G23360.1
Chr5:7863331-7864271	AT5G23370.1
Chr5:7866169-7866576	AT5TE28470
Chr5:7866742-7870302	AT5G23380.1
Chr5:7870179-7870275	AT5TE28480
Chr5:7870513-7874505	AT5G23390.1
Chr5:7874672-7876427	AT5G23395.1
Chr5:7876610-7876709	AT5TE28500
Chr5:7880335-7882634	AT5G23400.1
Chr5:7882848-7884353	AT5G23405.1
Chr5:7885203-7885341	AT5TE28530
Chr5:7885591-7886785	AT5G23410.1
Chr5:7886644-7886790	AT5G23411.1
Chr5:7886971-7887685	AT5G23413
Chr5:7888513-7890180	AT5G23420.1
Chr5:7892958-7893532	AT5TE28560
Chr5:7893671-7900387	AT5G23430.1
Chr5:7903045-7903845	AT5G23440.1
Chr5:7904708-7909585	AT5G23450.3
Chr5:7909602-7911784	AT5TE28620
Chr5:7911785-7911897	AT5TE28625
Chr5:7912769-7913505	AT5G23460.1
Chr5:7913861-7914769	AT5G23470.1
Chr5:7915739-7915850	AT5TE28635
Chr5:7916314-7919278	AT5G23480.1
Chr5:7919438-7926628	AT5G23490.1
Chr5:7926945-7929338	AT5G23510.2
Chr5:7929351-7931793	AT5G23520.1
Chr5:7932966-7934436	AT5G23530.1
Chr5:7935401-7937372	AT5G23535.1
Chr5:7937669-7939575	AT5G23540.1
Chr5:7939611-7941628	AT5G23550.1
Chr5:7941623-7941672	AT5TE28730
Chr5:7941692-7941746	AT5TE28735
Chr5:7941747-7942977	AT5TE28740
Chr5:7943124-7946050	AT5G23570.1
Chr5:7945698-7945794	AT5TE28750
Chr5:7946310-7950253	AT5G23575.1
Chr5:7950202-7952532	AT5G23580.1
Chr5:7952588-7952616	AT5TE28780
Chr5:7952617-7953141	AT5TE28785
Chr5:7953142-7953188	AT5TE28790
Chr5:7953529-7955640	AT5G23590.1
Chr5:7955994-7956632	AT5G23600.1
Chr5:7957340-7960272	AT5G23610.2
Chr5:7960478-7967946	AT5G23630.1
Chr5:7968259-7968502	AT5G23640.1
Chr5:7968315-7968910	AT5TE28850
Chr5:7968911-7968949	AT5TE28855
Chr5:7968950-7969323	AT5TE28860
Chr5:7969324-7969600	AT5TE28865
Chr5:7969812-7971019	AT5G23650.1
Chr5:7971651-7973925	AT5G23660.1
Chr5:7978555-7979146	AT5TE28890
Chr5:7981398-7981469	AT5G23665.1
Chr5:7981641-7985391	AT5G23670.1
Chr5:7985354-7986851	AT5G23680.1
Chr5:7987540-7990547	AT5G23690.1
Chr5:7990927-7991290	AT5TE28930
Chr5:7992332-7992646	AT5TE28935
Chr5:7992788-7996420	AT5G23700.1
Chr5:7996456-7997479	AT5G23710.1
Chr5:7997500-7997599	AT5TE28945
Chr5:7997600-7998180	AT5TE28950
Chr5:7998181-7998289	AT5TE28955
Chr5:7998230-8002840	AT5G23720.1
Chr5:7999769-8000069	AT5TE28960
Chr5:8005234-8006630	AT5G23730.1
Chr5:8008010-8009436	AT5G23740.1
Chr5:8009806-8011619	AT5G23750.1
Chr5:8011638-8011895	AT5TE29000
Chr5:8013085-8014228	AT5G23760.1
Chr5:8013238-8013393	AT5TE29005
Chr5:8014381-8016913	AT5G23770.2
Chr5:8017192-8019026	AT5G23780.1
Chr5:8020104-8021597	AT5G23790.1
Chr5:8022216-8024689	AT5G23800.1
Chr5:8027047-8027347	AT5TE29050
Chr5:8028378-8030816	AT5G23810.1
Chr5:8031268-8033020	AT5G23820.1
Chr5:8032267-8032672	AT5TE29060
Chr5:8033738-8034930	AT5G23830.1
Chr5:8035767-8036982	AT5G23840.1
Chr5:8037971-8038113	AT5TE29070
Chr5:8038052-8040938	AT5G23850.1
Chr5:8042876-8044819	AT5G23860.1
Chr5:8046018-8050175	AT5G23870.3
Chr5:8052504-8058354	AT5G23880.1
Chr5:8058689-8063201	AT5G23890.1
Chr5:8063985-8065523	AT5G23900.1
Chr5:8066419-8067096	AT5G23903.1
Chr5:8068071-8068280	AT5G23908.1
Chr5:8068452-8072991	AT5G23910.1
Chr5:8073224-8074170	AT5G23920.1
Chr5:8074625-8075998	AT5G23930.1
Chr5:8076329-8079793	AT5G23940.1
Chr5:8081562-8081823	AT5TE29230
Chr5:8082744-8083604	AT5G23950.1
Chr5:8083582-8083676	AT5TE29235
Chr5:8083677-8084601	AT5TE29240
Chr5:8084602-8084631	AT5TE29245
Chr5:8085082-8090422	AT5G23955.1
Chr5:8086327-8089131	AT5TE29250
Chr5:8092166-8092196	AT5TE29260
Chr5:8092197-8092473	AT5TE29265
Chr5:8092969-8095285	AT5G23960.1
Chr5:8096290-8097660	AT5G23970.1
Chr5:8098052-8101323	AT5G23980.1
Chr5:8102877-8103047	AT5TE29300
Chr5:8105233-8105325	AT5G23989.1
Chr5:8105565-8108590	AT5G23990.1
Chr5:8110313-8112710	AT5G24000.1
Chr5:8113795-8116615	AT5G24010.1
Chr5:8116680-8118030	AT5G24020.1
Chr5:8118317-8122784	AT5G24030.1
Chr5:8122964-8123108	AT5TE29370
Chr5:8123109-8123221	AT5TE29375
Chr5:8123222-8123751	AT5TE29380
Chr5:8123752-8123876	AT5TE29385
Chr5:8123877-8123992	AT5TE29390
Chr5:8126045-8127336	AT5G24040.1
Chr5:8128353-8129402	AT5G24050.1
Chr5:8129979-8133301	AT5G24060.2
Chr5:8133460-8134077	AT5G24065
Chr5:8134301-8135991	AT5G24070.1
Chr5:8136396-8136748	AT5TE29440
Chr5:8139253-8141122	AT5G24080.1
Chr5:8143699-8145252	AT5G24090.1
Chr5:8147006-8147607	AT5TE29480
Chr5:8147608-8148240	AT5TE29485
Chr5:8148241-8148367	AT5TE29490
Chr5:8148616-8151308	AT5G24100.1
Chr5:8151924-8152867	AT5G24105.1
Chr5:8153115-8154709	AT5G24110.1
Chr5:8155764-8156685	AT5TE29520
Chr5:8157551-8160229	AT5G24120.1
Chr5:8160580-8161396	AT5TE29530
Chr5:8162213-8164066	AT5G24130.1
Chr5:8164347-8167673	AT5G24140.1
Chr5:8167997-8168101	AT5TE29550
Chr5:8169818-8169921	AT5TE29555
Chr5:8169922-8170829	AT5TE29560
Chr5:8170830-8170909	AT5TE29565
Chr5:8171791-8172529	AT5TE29570
Chr5:8172332-8175431	AT5G24150.1
Chr5:8172530-8172590	AT5TE29575
Chr5:8177389-8178552	AT5TE29585
Chr5:8178553-8179475	AT5TE29590
Chr5:8179476-8179640	AT5TE29595
Chr5:8180118-8181027	AT5G24155.1
Chr5:8183075-8186640	AT5G24160.1
Chr5:8184871-8185420	AT5TE29605
Chr5:8185084-8185313	AT5TE29610
Chr5:8188560-8189276	AT5G24165.1
Chr5:8189483-8191392	AT5G24170.1
Chr5:8191928-8192247	AT5TE29630
Chr5:8192720-8193068	AT5TE29635
Chr5:8195600-8197119	AT5G24180.1
Chr5:8197249-8197607	AT5TE29645
Chr5:8198526-8199374	AT5TE29650
Chr5:8199757-8201051	AT5G24190.1
Chr5:8200921-8201755	AT5TE29655
Chr5:8201756-8201834	AT5TE29660
Chr5:8203003-8205793	AT5G24200.1
Chr5:8204417-8204501	AT5TE29665
Chr5:8204502-8205214	AT5TE29670
Chr5:8205215-8205242	AT5TE29675
Chr5:8206751-8210305	AT5TE29680
Chr5:8210822-8213086	AT5G24205.1
Chr5:8213626-8214689	AT5G24206.1
Chr5:8215122-8216116	AT5TE29690
Chr5:8216117-8216174	AT5TE29695
Chr5:8216175-8217121	AT5TE29700
Chr5:8217122-8217288	AT5TE29705
Chr5:8217335-8219619	AT5G24210.1
Chr5:8220726-8220997	AT5TE29715
Chr5:8221099-8221169	AT5TE29720
Chr5:8223736-8224028	AT5TE29725
Chr5:8224146-8224471	AT5TE29730
Chr5:8225861-8227551	AT5G24220.1
Chr5:8226893-8227023	AT5TE29735
Chr5:8227703-8228844	AT5TE29740
Chr5:8228892-8230964	AT5G24230.1
Chr5:8230942-8234150	AT5G24240.1
Chr5:8233696-8234652	AT5G24250.1
Chr5:8234723-8238244	AT5G24260.1
Chr5:8238255-8238637	AT5TE29770
Chr5:8238534-8240366	AT5G24270.1
Chr5:8247770-8249591	AT5TE29800
Chr5:8249592-8249665	AT5TE29805
Chr5:8251378-8262154	AT5G24280.1
Chr5:8263132-8265741	AT5G24290.1
Chr5:8266798-8271196	AT5G24300.1
Chr5:8272769-8272943	AT5TE29890
Chr5:8273546-8276526	AT5G24310.1
Chr5:8276785-8277402	AT5G24313.1
Chr5:8277700-8279194	AT5G24314.2
Chr5:8279179-8279964	AT5G24316.1
Chr5:8279941-8280208	AT5TE29920
Chr5:8280209-8280253	AT5TE29925
Chr5:8280254-8280364	AT5TE29930
Chr5:8280365-8281902	AT5TE29935
Chr5:8281903-8282214	AT5TE29940
Chr5:8281976-8284001	AT5G24318.1
Chr5:8282215-8282314	AT5TE29945
Chr5:8282315-8282398	AT5TE29950
Chr5:8284436-8288039	AT5G24320.2
Chr5:8288651-8289204	AT5TE29970
Chr5:8290087-8290240	AT5TE29975
Chr5:8290630-8290813	AT5TE29980
Chr5:8292956-8293423	AT5TE29985
Chr5:8295147-8297068	AT5G24330.1
Chr5:8297185-8297281	AT5TE29995
Chr5:8297305-8300374	AT5G24340.1
Chr5:8301105-8310895	AT5G24350.2
Chr5:8311052-8311985	AT5G24352.1
Chr5:8312058-8312111	AT5TE30040
Chr5:8312112-8313095	AT5TE30045
Chr5:8313098-8314181	AT5TE30050
Chr5:8314182-8314823	AT5TE30055
Chr5:8314905-8315246	AT5G24355.1
Chr5:8315336-8316426	AT5TE30060
Chr5:8316440-8319892	AT5G24360.2
Chr5:8320009-8320376	AT5TE30070
Chr5:8320969-8321544	AT5G24370.1
Chr5:8322424-8322460	AT5TE30075
Chr5:8323895-8326705	AT5G24380.1
Chr5:8326607-8329490	AT5G24390.1
Chr5:8330315-8331837	AT5G24400.1
Chr5:8332218-8332384	AT5TE30110
Chr5:8332473-8334066	AT5G24410.1
Chr5:8336614-8338008	AT5G24420.1
Chr5:8339144-8343102	AT5G24430.1
Chr5:8343159-8343193	AT5TE30150
Chr5:8343194-8343929	AT5TE30155
Chr5:8343930-8343977	AT5TE30160
Chr5:8345402-8347776	AT5G24440.1
Chr5:8348242-8353303	AT5G24450.1
Chr5:8353117-8353201	AT5TE30190
Chr5:8353202-8354673	AT5TE30195
Chr5:8354674-8354730	AT5TE30200
Chr5:8354699-8355874	AT5G24460.1
Chr5:8355951-8358873	AT5G24470.1
Chr5:8358982-8359565	AT5TE30210
Chr5:8362164-8362211	AT5TE30215
Chr5:8362212-8362455	AT5TE30220
Chr5:8362456-8362557	AT5TE30225
Chr5:8362558-8363404	AT5TE30230
Chr5:8363405-8363630	AT5TE30235
Chr5:8363631-8363892	AT5TE30240
Chr5:8363831-8365036	AT5G24480.1
Chr5:8365210-8365237	AT5TE30245
Chr5:8365238-8365472	AT5TE30250
Chr5:8365601-8367460	AT5G24490.1
Chr5:8367302-8368736	AT5G24500.1
Chr5:8368942-8369115	AT5TE30260
Chr5:8369171-8369866	AT5G24510.1
Chr5:8369961-8370682	AT5TE30265
Chr5:8370587-8372847	AT5G24520.1
Chr5:8373215-8373412	AT5TE30270
Chr5:8374285-8374969	AT5TE30275
Chr5:8374970-8375660	AT5TE30280
Chr5:8375661-8376326	AT5TE30285
Chr5:8376327-8376436	AT5TE30290
Chr5:8376711-8376733	AT5TE30295
Chr5:8376734-8377486	AT5TE30300
Chr5:8378519-8378606	AT5TE30305
Chr5:8378833-8383401	AT5G24530.1
Chr5:8382512-8382829	AT5TE30315
Chr5:8384876-8388027	AT5G24540.1
Chr5:8391511-8392023	AT5TE30340
Chr5:8392059-8395302	AT5G24550.1
Chr5:8400177-8400295	AT5TE30370
Chr5:8400296-8400681	AT5TE30375
Chr5:8401543-8401897	AT5G24557
Chr5:8402205-8403266	AT5G24560.1
Chr5:8403821-8403898	AT5TE30385
Chr5:8403983-8404054	AT5TE30390
Chr5:8404055-8405675	AT5TE30395
Chr5:8404443-8405117	AT5TE30400
Chr5:8405681-8406132	AT5G24570.1
Chr5:8410258-8412240	AT5G24580.1
Chr5:8416662-8418933	AT5G24590.2
Chr5:8419767-8420018	AT5G24593.1
Chr5:8420095-8420528	AT5TE30460
Chr5:8420529-8420563	AT5TE30465
Chr5:8421629-8423480	AT5G24600.1
Chr5:8423656-8424724	AT5TE30475
Chr5:8424725-8424752	AT5TE30480
Chr5:8428031-8428242	AT5TE30490
Chr5:8428078-8429253	AT5G24610.1
Chr5:8430768-8432414	AT5G24620.1
Chr5:8432384-8436170	AT5G24630.6
Chr5:8436376-8436862	AT5G24640.1
Chr5:8437085-8439104	AT5G24650.1
Chr5:8440694-8441218	AT5G24655.1
Chr5:8443279-8443834	AT5G24660.1
Chr5:8446240-8447266	AT5TE30560
Chr5:8447276-8447463	AT5TE30565
Chr5:8447954-8451078	AT5G24670.2
Chr5:8451433-8451489	AT5TE30575
Chr5:8451490-8451571	AT5TE30580
Chr5:8451572-8452280	AT5TE30585
Chr5:8453602-8455518	AT5G24680.1
Chr5:8455457-8458751	AT5G24690.1
Chr5:8458847-8468173	AT5G24710.1
Chr5:8468331-8469262	AT5G24735.1
Chr5:8469951-8489703	AT5G24740.1
Chr5:8490572-8494587	AT5G24750.1
Chr5:8494791-8497405	AT5G24760.1
Chr5:8499837-8500527	AT5TE30760
Chr5:8500476-8502224	AT5G24770.1
Chr5:8503317-8506432	AT5G24775.1
Chr5:8503397-8503556	AT5TE30770
Chr5:8503557-8504684	AT5TE30775
Chr5:8504707-8505096	AT5TE30780
Chr5:8507590-8508957	AT5G24780.1
Chr5:8510064-8510199	AT5TE30790
Chr5:8511092-8511269	AT5TE30795
Chr5:8512042-8513164	AT5G24790.1
Chr5:8515200-8516669	AT5G24800.1
Chr5:8516815-8522679	AT5G24810.2
Chr5:8523406-8525297	AT5G24820.1
Chr5:8527469-8527649	AT5G24825.1
Chr5:8530138-8530210	AT5TE30860
Chr5:8530226-8530321	AT5TE30865
Chr5:8530322-8530829	AT5TE30870
Chr5:8530830-8530896	AT5TE30875
Chr5:8530978-8533867	AT5G24830.1
Chr5:8533787-8535043	AT5G24840.1
Chr5:8535282-8538107	AT5G24850.1
Chr5:8538941-8539122	AT5TE30900
Chr5:8541778-8542449	AT5G24860.1
Chr5:8544785-8547789	AT5G24870.1
Chr5:8547550-8547712	AT5TE30930
Chr5:8549545-8551167	AT5TE30935
Chr5:8551168-8551244	AT5TE30940
Chr5:8552491-8552604	AT5G24879.1
Chr5:8552743-8554074	AT5G24880.1
Chr5:8553739-8553968	AT5TE30945
Chr5:8555575-8555599	AT5TE30950
Chr5:8555600-8557207	AT5TE30955
Chr5:8557208-8557767	AT5TE30960
Chr5:8558191-8559406	AT5G24890.1
Chr5:8559497-8559733	AT5TE30965
Chr5:8559734-8560321	AT5TE30970
Chr5:8560322-8560441	AT5TE30975
Chr5:8560635-8561432	AT5TE30980
Chr5:8563809-8566812	AT5G24900.1
Chr5:8567581-8570358	AT5G24910.1
Chr5:8571574-8577832	AT5TE31020
Chr5:8571956-8577856	AT5G24915.1
Chr5:8577870-8578115	AT5TE31025
Chr5:8578116-8579625	AT5TE31030
Chr5:8584665-8585275	AT5G24920.1
Chr5:8586683-8587035	AT5TE31060
Chr5:8587640-8588379	AT5TE31065
Chr5:8588380-8588437	AT5TE31070
Chr5:8589234-8591236	AT5G24930.1
Chr5:8591407-8593601	AT5G24940.1
Chr5:8594143-8594374	AT5TE31090
Chr5:8595209-8597761	AT5G24950.1
Chr5:8596470-8597180	AT5TE31095
Chr5:8598229-8599374	AT5TE31100
Chr5:8599375-8599429	AT5TE31105
Chr5:8599715-8599878	AT5TE31110
Chr5:8599988-8603194	AT5G24960.1
Chr5:8601305-8601499	AT5TE31115
Chr5:8601500-8601780	AT5TE31120
Chr5:8601781-8602757	AT5TE31125
Chr5:8602758-8602888	AT5TE31130
Chr5:8604324-8608842	AT5G24970.2
Chr5:8609081-8609528	AT5G24980.1
Chr5:8610537-8611694	AT5G24990.1
Chr5:8611531-8611970	AT5TE31160
Chr5:8611971-8613457	AT5TE31165
Chr5:8613458-8613638	AT5TE31170
Chr5:8613639-8613683	AT5TE31175
Chr5:8613966-8614331	AT5G25000.1
Chr5:8615124-8615743	AT5TE31180
Chr5:8616009-8616869	AT5G25010.1
Chr5:8618567-8619465	AT5G25020.1
Chr5:8619513-8619884	AT5TE31190
Chr5:8620083-8620991	AT5G25030.1
Chr5:8621954-8624337	AT5G25040.2
Chr5:8624511-8629386	AT5TE31200
Chr5:8624714-8629137	AT5G25045.1
Chr5:8630631-8630793	AT5TE31205
Chr5:8630794-8630878	AT5TE31210
Chr5:8631680-8634027	AT5G25050.1
Chr5:8634074-8640217	AT5G25060.1
Chr5:8640200-8640656	AT5TE31240
